music,genre,rating,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
id_1333,"Isochronic, zen, greogrean_chant, binucalor, chillout, meditation",3,53,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225
id_30406,"ambient, Isochronic, nature, binucalor, chillout",7,17,0.489,0.586,2,-13.885,1,0.0596,0.0352,0.0635,0.059,0.882,167.722
id_70027,"relaxing, Isochronic, nature, binucalor, chillout",3,64,0.632,0.933,0,-7.874,1,0.0326,0.236,0.00151,0.604,0.968,131.487
id_29419,"relaxing, greogrean_chant, binucalor, chillout, classic, meditation",4,41,0.636,0.495,0,-9.428,1,0.0395,0.0456,0.0823,0.106,0.536,108.23
id_48376,"relaxing, ambient, zen, Isochronic, greogrean_chant, chillout, classic, meditation",8,39,0.559,0.644,9,-9.925,1,0.0391,0.191,0.0082,0.124,0.572,87.075
id_46174,"relaxing, zen, greogrean_chant, binucalor, chillout",6,45,0.374,0.542,0,-8.136,0,0.0552,0.699,8.79E-05,0.102,0.419,183.745
id_15973,"relaxing, ambient, Isochronic, zen, binucalor, chillout, classic",3,37,0.701,0.137,0,-16.397,1,0.0417,0.991,0.912,0.155,0.68,92.341
id_65837,"relaxing, Isochronic, zen, binucalor, chillout, classic",3,42,0.674,0.318,0,-6.825,1,0.0281,0.98,0.00144,0.11,0.189,91.257
id_65824,"ambient, Isochronic, zen, nature, classic",1,33,0.448,0.605,7,-9.105,1,0.054,0.084,0.00656,0.1,0.52,129.345
id_49507,"relaxing, Isochronic, ambient, nature, chillout",3,22,0.395,0.421,0,-12.227,1,0.0301,0.115,0.527,0.102,0.135,131.79
id_62939,"relaxing, Isochronic, nature, binucalor, classic, meditation",7,20,0.723,0.354,5,-15.958,1,0.0382,0.55,0.339,0.115,0.842,81.47
id_53006,"ambient, zen, Isochronic, greogrean_chant, nature, meditation",1,65,0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326
id_32700,"relaxing, zen, greogrean_chant, nature, binucalor",6,34,0.769,0.25,0,-11.141,1,0.0556,0.711,0.0823,0.0855,0.615,127.147
id_28856,"relaxing, Isochronic, zen, ambient, nature, chillout",3,53,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191
id_25810,"relaxing, Isochronic, zen, greogrean_chant, classic",2,35,0.492,0.736,9,-5.134,0,0.0318,0.00376,0.000386,0.128,0.555,122.442
id_10744,"relaxing, greogrean_chant, nature, binucalor, chillout",2,35,0.645,0.455,1,-8.484,0,0.0322,0.49,7.54E-06,0.165,0.339,149.971
id_9628,"ambient, Isochronic, greogrean_chant, nature, chillout, meditation",3,35,0.561,0.195,0,-17.093,1,0.195,0.962,0.000126,0.337,0.516,80.771
id_91971,"Isochronic, greogrean_chant, nature, chillout, classic, meditation",7,65,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456
id_66459,"ambient, zen, greogrean_chant, binucalor, chillout, meditation",6,36,0.72,0.142,4,-18.26,0,0.05,0.941,0.0969,0.09,0.64,107.134
id_40835,"relaxing, zen, greogrean_chant, chillout, classic, meditation",5,38,0.413,0.298,9,-12.671,1,0.0356,0.928,0.0203,0.109,0.441,78.229
id_81069,"relaxing, Isochronic, zen, nature, binucalor, chillout, meditation",8,18,0.545,0.448,10,-8.746,1,0.0343,0.518,2.88E-06,0.132,0.357,79.001
id_82813,"relaxing, ambient, greogrean_chant, chillout, classic, meditation",5,0,0.533,0.417,5,-14.248,1,0.0402,0.607,0,0.252,0.739,143.935
id_72655,"relaxing, Isochronic, zen, nature, chillout, classic, meditation",3,11,0.807,0.585,7,-6.702,0,0.0375,0.56,0.00349,0.0894,0.749,97.03
id_16862,"relaxing, Isochronic, zen, binucalor, chillout, meditation",8,29,0.499,0.395,10,-5.839,1,0.0293,0.521,4.23E-05,0.147,0.547,81.685
id_38981,"relaxing, ambient, Isochronic, greogrean_chant, nature",1,46,0.481,0.894,9,-7.213,1,0.0415,0.00602,0.0149,0.191,0.562,140.9
id_27703,"chillout, nature, binucalor, greogrean_chant",7,46,0.727,0.296,8,-7.851,1,0.0381,0.642,0.00195,0.0815,0.592,101.006
id_69375,"relaxing, ambient, zen, greogrean_chant, nature, binucalor, chillout",8,37,0.475,0.723,10,-2.738,0,0.0521,0.0917,0.000678,0.0634,0.745,176.996
id_36252,"relaxing, Isochronic, zen, greogrean_chant, nature, binucalor, chillout, meditation",1,32,0.516,0.842,6,-8.062,1,0.0366,0.0304,0,0.0722,0.718,138.245
id_3814,"Isochronic, zen, greogrean_chant, binucalor, chillout, classic",8,48,0.554,0.49,9,-8.725,1,0.0267,0.736,0.00728,0.327,0.578,67.591
id_71923,"Isochronic, zen, greogrean_chant, nature, classic",5,71,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264
id_73793,"relaxing, ambient, zen, Isochronic, chillout, classic",8,32,0.395,0.458,0,-12.527,1,0.0462,0.419,0.000132,0.594,0.474,168.933
id_47315,"ambient, zen, binucalor",9,40,0.401,0.567,2,-9.327,1,0.0397,0.346,0.125,0.162,0.622,182.966
id_27456,"ambient, Isochronic, chillout, classic, meditation",5,16,0.529,0.216,11,-17.819,0,0.118,0.979,0.2,0.112,0.561,202.703
id_46042,"relaxing, Isochronic, greogrean_chant, binucalor, chillout, meditation",9,24,0.4,0.814,10,-4.631,1,0.0804,0.288,0,0.118,0.492,110.006
id_14282,"relaxing, Isochronic, greogrean_chant, nature, classic, meditation",2,47,0.644,0.433,2,-7.568,1,0.0346,0.742,0,0.129,0.611,85.799
id_43964,"zen, nature, chillout, classic, meditation",9,38,0.358,0.682,2,-9.123,1,0.0627,0.00536,0.0687,0.104,0.697,175.89
id_48753,"Isochronic, zen, nature, binucalor, chillout, meditation",9,43,0.537,0.823,9,-5.874,1,0.0322,0.00784,2.19E-06,0.122,0.759,132.241
id_83074,"relaxing, ambient, zen, binucalor, classic, meditation",1,27,0.559,0.201,6,-13.496,1,0.0495,0.966,0.00496,0.0882,0.627,172.133
id_89134,"ambient, zen, Isochronic, greogrean_chant, nature, chillout, classic",5,42,0.432,0.862,6,-6.088,0,0.0701,0.137,0.015,0.316,0.699,83.005
id_78801,"relaxing, ambient, zen, Isochronic, classic, meditation",4,30,0.737,0.31,7,-12.166,1,0.0373,0.267,0.00635,0.146,0.122,119.881
id_95262,"ambient, zen, Isochronic, nature, chillout, classic",2,38,0.599,0.161,5,-15.58,1,0.0606,0.982,0.0474,0.116,0.347,144.45
id_37847,"relaxing, ambient, binucalor, classic, meditation",2,33,0.586,0.332,0,-12.445,1,0.0407,0.71,0.0421,0.0782,0.269,95.996
id_73226,"relaxing, Isochronic, zen, ambient, nature",6,36,0.591,0.416,7,-15.476,1,0.0459,0.43,0,0.648,0.803,126.881
id_62087,"relaxing, ambient, greogrean_chant, chillout, meditation",5,40,0.484,0.475,2,-9.647,0,0.0287,0.00632,0.00124,0.14,0.33,100.042
id_13225,"Isochronic, nature, chillout, classic, meditation",3,32,0.613,0.52,7,-12.996,1,0.0368,0.889,0.000599,0.0841,0.61,69.186
id_8082,"relaxing, ambient, greogrean_chant, nature, chillout, classic",4,48,0.279,0.723,6,-5.322,1,0.0472,0.0134,0,0.201,0.455,138.174
id_59040,"relaxing, ambient, zen, greogrean_chant, chillout, meditation",2,28,0.535,0.804,10,-6.929,1,0.0458,0.00706,0.000255,0.101,0.441,120.003
id_7880,"Isochronic, zen, ambient, greogrean_chant, binucalor, classic, meditation",6,35,0.516,0.55,6,-7.304,1,0.0387,0.315,0.0469,0.261,0.719,178.42
id_79293,"relaxing, ambient, zen, greogrean_chant, binucalor, chillout",8,17,0.301,0.813,11,-8.145,1,0.0459,0.0949,0.001,0.308,0.563,158.675
id_19379,"Isochronic, zen, ambient, greogrean_chant, binucalor, meditation",5,22,0.436,0.482,2,-14.546,1,0.0385,0.0658,0.00318,0.177,0.501,119.249
id_94925,"ambient, zen, greogrean_chant, nature, binucalor, meditation",5,14,0.601,0.41,9,-9.331,1,0.0442,0.509,0.0109,0.104,0.765,106.399
id_40478,"ambient, zen, nature, binucalor, classic, meditation",8,46,0.645,0.74,4,-8.626,0,0.0324,0.223,4.30E-05,0.338,0.672,94.931
id_43261,"relaxing, Isochronic, nature, chillout, classic, meditation",6,41,0.679,0.728,2,-9.478,1,0.0325,0.0795,0.0127,0.151,0.748,120.014
id_10914,"relaxing, Isochronic, zen, ambient, chillout, classic",5,35,0.677,0.503,7,-13.637,1,0.0335,0.612,0.000272,0.288,0.844,111.147
id_63427,"relaxing, zen, greogrean_chant, nature, binucalor, chillout, classic",6,36,0.606,0.679,5,-6.091,0,0.0684,0.075,0.00274,0.677,0.964,183.8
id_30010,"ambient, Isochronic, zen, greogrean_chant, classic",9,21,0.345,0.744,0,-11.225,1,0.0743,0.0252,0.00323,0.144,0.467,133.221
id_29553,"Isochronic, zen, greogrean_chant, nature, binucalor, chillout, meditation",5,20,0.621,0.274,7,-15.154,1,0.0631,0.695,0.000627,0.0972,0.495,139.807
id_53089,"relaxing, ambient, zen, greogrean_chant, binucalor, classic, meditation",4,32,0.777,0.292,0,-10.166,0,0.0402,0.336,0.00444,0.0838,0.264,110.108
id_42960,"Isochronic, ambient, nature, binucalor, chillout, meditation",8,32,0.486,0.945,2,-2.673,1,0.0356,0.245,8.78E-05,0.373,0.957,131.645
id_94529,"relaxing, Isochronic, greogrean_chant, nature, classic, meditation",9,28,0.406,0.858,2,-7.333,1,0.0696,0.281,0,0.372,0.899,167.756
id_58690,"Isochronic, zen, ambient, greogrean_chant, nature, chillout",4,39,0.473,0.281,1,-11.337,1,0.0354,0.97,0.0936,0.11,0.523,119.161
id_50370,"relaxing, ambient, greogrean_chant, binucalor, classic, meditation",7,25,0.491,0.891,0,-7.509,1,0.0409,0.00656,0.15,0.0324,0.744,91.774
id_45761,"relaxing, Isochronic, zen, nature, classic, meditation",9,14,0.613,0.88,10,-8.242,1,0.0505,0.202,1.23E-05,0.112,0.812,115.004
id_85392,"Isochronic, greogrean_chant, nature, binucalor, meditation",2,32,0.632,0.764,0,-10.139,1,0.0515,0.314,0.0388,0.133,0.935,117.608
id_27078,"relaxing, greogrean_chant, nature, binucalor, chillout, classic",6,51,0.389,0.208,2,-11.669,1,0.0359,0.861,7.76E-06,0.192,0.233,90.346
id_18557,"Isochronic, zen, greogrean_chant, binucalor, meditation",2,41,0.639,0.463,4,-7.737,1,0.0336,0.721,0,0.0789,0.323,94.064
id_22509,"Isochronic, greogrean_chant, nature, binucalor, meditation",4,40,0.623,0.151,9,-16.275,1,0.0626,0.697,0.000354,0.102,0.309,75.033
id_77551,"relaxing, zen, greogrean_chant, chillout, meditation",3,40,0.566,0.57,2,-6.42,1,0.0329,0.688,1.73E-06,0.0943,0.96,83.403
id_79426,"relaxing, classic, meditation, binucalor",2,13,0.543,0.946,10,-4.454,0,0.13,0.00963,0.00201,0.0665,0.556,143.596
id_34271,"relaxing, ambient, greogrean_chant, binucalor, meditation",7,34,0.579,0.678,1,-7.031,1,0.0834,0.134,3.14E-05,0.219,0.811,140.793
id_18307,"relaxing, Isochronic, binucalor, ambient",7,38,0.708,0.565,11,-5.505,0,0.0465,0.273,0.000316,0.0367,0.837,93.806
id_26120,"ambient, greogrean_chant, chillout, classic, meditation",7,66,0.58,0.885,0,-5.154,0,0.0715,0.1,0.00157,0.146,0.788,145.405
id_16550,"relaxing, zen, greogrean_chant, chillout, meditation",3,28,0.454,0.387,2,-10.159,0,0.0417,0.406,0.00099,0.0783,0.686,97.995
id_62522,"Isochronic, greogrean_chant, nature, binucalor, chillout, classic",9,10,0.683,0.347,5,-10.37,1,0.053,0.871,0,0.186,0.81,157.636
id_71401,"chillout, zen, meditation, binucalor",5,33,0.812,0.248,8,-11.129,1,0.0534,0.986,3.38E-05,0.137,0.742,125.33
id_1830,"relaxing, Isochronic, zen, classic, meditation",3,34,0.612,0.829,4,-10.027,0,0.0356,0.55,0.415,0.913,0.662,125.821
id_7965,"relaxing, ambient, Isochronic, greogrean_chant, nature, classic, meditation",3,37,0.516,0.401,8,-8.017,1,0.0284,0.388,1.17E-05,0.0903,0.274,95.909
id_68431,"relaxing, ambient, greogrean_chant, binucalor, classic, meditation",8,39,0.494,0.969,6,-2.694,1,0.222,0.172,0.00158,0.148,0.165,121.214
id_99753,"relaxing, ambient, greogrean_chant, nature, classic",9,17,0.574,0.882,5,-2.892,1,0.0874,0.183,0.282,0.0582,0.797,171.202
id_14021,"Isochronic, zen, nature, binucalor, chillout",8,38,0.627,0.282,4,-10.107,0,0.0263,0.189,0.00123,0.152,0.413,83.443
id_52834,"relaxing, ambient, zen, Isochronic, greogrean_chant",1,11,0.491,0.338,5,-8.924,1,0.0335,0.777,6.18E-06,0.0897,0.224,139.199
id_81598,"Isochronic, ambient, chillout, classic, meditation",9,40,0.555,0.933,11,-6.287,0,0.118,0.437,0.307,0.267,0.616,97.878
id_86864,"relaxing, Isochronic, binucalor, greogrean_chant",1,44,0.689,0.74,5,-9.161,0,0.0393,0.0666,0.000184,0.187,0.788,121.212
id_16345,"Isochronic, zen, ambient, greogrean_chant, meditation",2,37,0.482,0.845,1,-5.2,0,0.0328,0.0612,0.000719,0.357,0.698,175.774
id_26622,"zen, greogrean_chant, nature, binucalor, classic",8,33,0.797,0.499,6,-8.872,1,0.0552,0.119,5.40E-05,0.0466,0.608,100.102
id_90067,"relaxing, greogrean_chant, nature, chillout, classic",3,15,0.462,0.791,9,-11.879,1,0.0937,0.257,0.0203,0.251,0.59,77.977
id_77133,"relaxing, Isochronic, greogrean_chant, nature, binucalor, meditation",2,32,0.623,0.845,8,-7.485,0,0.0727,0.00114,0.00502,0.126,0.539,117.968
id_10006,"relaxing, Isochronic, zen, greogrean_chant, chillout",4,19,0.684,0.932,11,-6.019,0,0.117,0.123,0.000522,0.0627,0.772,102.924
id_69766,"zen, greogrean_chant, chillout, classic, meditation",5,41,0.382,0.698,0,-6.842,1,0.0422,0.576,0.186,0.188,0.531,71.792
id_42709,"ambient, Isochronic, zen, binucalor, chillout, meditation",2,19,0.551,0.616,6,-10.415,0,0.0533,0.0179,0.228,0.321,0.443,111.127
id_35167,"relaxing, ambient, Isochronic, nature, binucalor, classic",2,38,0.291,0.746,9,-5.459,0,0.0412,0.00192,0.000181,0.168,0.429,177.503
id_7751,"relaxing, Isochronic, ambient, greogrean_chant, nature",1,13,0.433,0.814,4,-6.935,1,0.0751,3.38E-05,0.738,0.277,0.685,137.556
id_17792,"relaxing, ambient, Isochronic, greogrean_chant, nature, classic",3,1,0.453,0.542,5,-7.379,1,0.0391,0.975,0.011,0.0927,0.487,81.921
id_89814,"Isochronic, ambient, nature, binucalor, chillout, classic",8,45,0.511,0.868,7,-5.749,1,0.0362,0.288,0.000172,0.344,0.868,106.841
id_26653,"ambient, Isochronic, zen, greogrean_chant, binucalor, classic, meditation",6,39,0.708,0.248,0,-9.894,1,0.0752,0.522,2.70E-06,0.146,0.612,132.53
id_39205,"relaxing, ambient, zen, binucalor, classic",4,0,0.41,0.426,5,-9.946,0,0.0566,0.785,0.852,0.116,0.483,145.757
id_85783,"ambient, greogrean_chant, nature, binucalor, chillout, classic, meditation",2,42,0.471,0.886,8,-3.627,1,0.0496,0.00261,0.0942,0.124,0.473,100.025
id_27945,"nature, zen, classic",4,74,0.635,0.184,8,-10.785,1,0.0456,0.665,0,0.146,0.177,128.424
id_12582,"relaxing, ambient, zen, greogrean_chant, nature, classic",5,46,0.612,0.584,8,-6.296,1,0.0623,0.788,3.13E-06,0.193,0.845,154.704
id_73503,"Isochronic, zen, greogrean_chant, nature, chillout, classic, meditation",9,49,0.591,0.864,4,-4.706,0,0.0399,0.0446,0.00571,0.279,0.728,131.006
id_71449,"relaxing, Isochronic, zen, nature, chillout, classic",4,36,0.495,0.707,10,-12.736,0,0.0775,0.346,0.000796,0.193,0.669,107.985
id_53269,"Isochronic, zen, ambient, greogrean_chant, binucalor, classic, meditation",1,45,0.48,0.641,11,-3.996,0,0.042,0.0694,0,0.107,0.487,68.184
id_92207,"ambient, zen, nature, binucalor, meditation",3,45,0.803,0.288,7,-15.418,0,0.0629,0.865,0.0593,0.0833,0.865,115.685
id_83683,"relaxing, ambient, zen, Isochronic, nature, classic, meditation",4,19,0.598,0.262,5,-11.871,0,0.043,0.796,0.807,0.11,0.634,136.342
id_73152,"relaxing, zen, greogrean_chant, binucalor, chillout, classic",2,19,0.495,0.71,2,-8.533,1,0.0486,0.275,0.0171,0.195,0.495,153.617
id_89310,"relaxing, zen, meditation, greogrean_chant",2,19,0.456,0.834,7,-6.685,1,0.0328,0.225,0,0.126,0.9,114.817
id_31764,"ambient, Isochronic, nature, binucalor, chillout, classic, meditation",3,36,0.619,0.839,9,-10.204,1,0.416,0.265,0.00363,0.0789,0.743,162.385
id_75990,"classic, meditation, binucalor, zen",6,4,0.605,0.601,11,-14.501,0,0.0838,0.959,0.94,0.527,0.88,138.213
id_14761,"relaxing, ambient, greogrean_chant, nature, binucalor, chillout",2,41,0.431,0.892,0,-4.103,1,0.114,0.0768,1.49E-05,0.211,0.844,185.965
id_2868,"ambient, greogrean_chant, binucalor, chillout, meditation",5,31,0.71,0.281,0,-9.495,1,0.0325,0.46,4.73E-05,0.0917,0.564,114.888
id_25772,"relaxing, Isochronic, zen, ambient",7,31,0.572,0.183,5,-19.793,0,0.047,0.884,0.903,0.127,0.336,119.079
id_39403,"relaxing, Isochronic, zen, ambient, greogrean_chant, binucalor, chillout",5,27,0.496,0.141,2,-13.497,1,0.0436,0.989,1.34E-05,0.157,0.367,110.707
id_98828,"ambient, zen, greogrean_chant, nature, chillout, classic",1,39,0.785,0.147,6,-11.382,1,0.125,0.938,0.00159,0.0864,0.261,100.824
id_22805,"relaxing, ambient, nature, binucalor, classic",5,37,0.58,0.843,4,-5.575,0,0.094,0.00321,0.112,0.222,0.666,138.034
id_93210,"zen, greogrean_chant, nature, binucalor, meditation",4,30,0.45,0.347,0,-16.269,1,0.0349,0.177,0.0551,0.102,0.394,157.47
id_36523,"Isochronic, greogrean_chant, nature, chillout, classic, meditation",3,36,0.727,0.27,4,-13.179,0,0.0367,0.84,0.124,0.0949,0.742,96.04
id_94951,"ambient, Isochronic, zen, nature, binucalor, chillout, classic",9,27,0.472,0.479,2,-14.961,1,0.0338,0.417,0.00519,0.0762,0.619,113.607
id_27361,"relaxing, Isochronic, zen, chillout",2,35,0.515,0.5,11,-8.986,0,0.0607,0.644,2.24E-06,0.119,0.634,155.383
id_36458,"relaxing, Isochronic, zen, ambient, binucalor, chillout, classic",1,39,0.664,0.384,0,-10.569,1,0.0455,0.488,0.0435,0.108,0.396,116.242
id_49442,"relaxing, Isochronic, zen, classic, meditation",7,29,0.25,0.804,0,-6.873,1,0.0723,0.0963,0.844,0.531,0.729,174.232
id_42804,"Isochronic, zen, greogrean_chant, nature, chillout",8,37,0.647,0.204,3,-15.263,1,0.0454,0.964,0.00351,0.123,0.686,83.102
id_1381,"zen, greogrean_chant, nature, binucalor, chillout",3,27,0.583,0.717,2,-10.517,1,0.0846,0.448,0.788,0.0584,0.615,172.619
id_34343,"relaxing, ambient, Isochronic, greogrean_chant, nature, chillout, classic, meditation",8,49,0.523,0.568,9,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448
id_71540,"relaxing, Isochronic, zen, nature, binucalor, chillout, classic",4,1,0.517,0.381,7,-13.961,1,0.0671,0.717,0.00316,0.161,0.558,178.044
id_10990,"Isochronic, zen, nature, binucalor, chillout",3,52,0.882,0.476,0,-9.235,1,0.0528,0.458,2.47E-06,0.0445,0.964,112.65
id_6620,"relaxing, ambient, zen, Isochronic, nature, classic",9,50,0.591,0.42,10,-6.986,1,0.0317,0.0146,0.000121,0.101,0.52,129.918
id_49959,"relaxing, Isochronic, zen, ambient, greogrean_chant, chillout",7,19,0.698,0.609,0,-6.993,1,0.0485,0.743,0,0.188,0.665,131.057
id_72530,"relaxing, ambient, zen, nature, binucalor, chillout",4,14,0.586,0.907,0,-4.654,0,0.0448,0.351,0.000562,0.0777,0.891,101.007
id_58001,"relaxing, ambient, zen, Isochronic, greogrean_chant, binucalor, chillout, classic",5,34,0.786,0.474,9,-7.051,0,0.0341,0.479,0.000359,0.14,0.607,98.506
id_73030,"relaxing, Isochronic, nature, binucalor, chillout, classic",7,53,0.294,0.736,7,-7.961,0,0.151,0.282,0.0418,0.102,0.753,208.576
id_68410,"ambient, zen, greogrean_chant, nature, binucalor, meditation",8,34,0.688,0.464,5,-9.119,0,0.0317,0.448,0.0636,0.0987,0.401,91.985
id_59904,"relaxing, Isochronic, greogrean_chant, classic, meditation",4,52,0.678,0.551,1,-7.332,1,0.0261,0.266,0.00322,0.254,0.767,97.767
id_33992,"relaxing, Isochronic, ambient, greogrean_chant, classic, meditation",9,25,0.454,0.682,7,-10.795,1,0.658,0.953,1.52E-06,0.902,0.607,91.113
id_64820,"relaxing, Isochronic, nature, classic, meditation",4,28,0.576,0.57,7,-7.994,1,0.0671,0.665,0.000663,0.095,0.92,117.843
id_7564,"Isochronic, greogrean_chant, binucalor, chillout, classic",8,28,0.556,0.87,7,-4.816,0,0.166,0.162,0.463,0.0941,0.955,169.826
id_98954,"chillout, nature, meditation, binucalor",1,49,0.577,0.916,4,-7.305,1,0.101,0.445,0,0.156,0.545,94.731
id_74709,"Isochronic, greogrean_chant, nature, chillout, classic",1,15,0.623,0.675,5,-4.903,0,0.112,0.414,1.81E-06,0.0442,0.83,170.601
id_46390,"Isochronic, nature, binucalor, chillout, classic, meditation",6,39,0.675,0.575,7,-4.896,0,0.0303,0.736,0.0171,0.119,0.778,85.962
id_72513,"relaxing, Isochronic, ambient, binucalor, chillout, classic",3,1,0.371,0.891,10,-6.587,1,0.14,0.209,0.0969,0.321,0.484,106.2
id_50658,"ambient, Isochronic, zen, binucalor, chillout, classic, meditation",5,37,0.635,0.559,4,-11.315,1,0.0844,0.335,0.00213,0.102,0.728,78.353
id_15514,"relaxing, Isochronic, binucalor, chillout, classic",4,44,0.739,0.355,0,-10.571,1,0.0285,0.177,0.169,0.299,0.751,95.985
id_53339,"Isochronic, zen, greogrean_chant, nature, meditation",4,53,0.675,0.311,9,-11.959,1,0.0525,0.93,0.000261,0.102,0.638,97.159
id_36821,"ambient, zen, binucalor, chillout, meditation",4,28,0.533,0.162,5,-15.774,1,0.055,0.994,0.671,0.12,0.764,182.717
id_84603,"chillout, classic, meditation, nature",8,40,0.492,0.596,2,-4.038,1,0.0395,0.97,0.043,0.284,0.548,86.952
id_60870,"ambient, zen, greogrean_chant, nature, binucalor, classic, meditation",3,48,0.629,0.748,9,-6.3,1,0.0406,0.0924,0,0.0449,0.439,111.066
id_88554,"relaxing, ambient, Isochronic, binucalor, chillout, classic, meditation",9,54,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59E-05,0.355,0.785,133.285
id_44589,"Isochronic, zen, greogrean_chant, nature, chillout, classic",7,41,0.601,0.861,7,-5.513,1,0.0463,0.0153,0.000102,0.0723,0.668,119.724
id_23163,"Isochronic, zen, nature, binucalor, chillout, classic, meditation",7,51,0.537,0.695,11,-9.88,1,0.0377,0.00393,0.188,0.084,0.77,131.307
id_23978,"relaxing, Isochronic, ambient, nature, classic, meditation",8,32,0.502,0.472,2,-13.662,1,0.161,0.59,0.00267,0.087,0.754,104.404
id_37308,"relaxing, Isochronic, zen, greogrean_chant, binucalor, meditation",8,33,0.482,0.719,9,-8.794,1,0.0558,0.0146,0.13,0.155,0.909,87.743
id_12048,"relaxing, ambient, zen, Isochronic, nature, meditation",7,29,0.677,0.608,1,-6.225,1,0.0957,0.239,7.24E-05,0.258,0.914,76.034
id_25200,"ambient, nature, binucalor, chillout, classic",2,15,0.594,0.757,9,-5.604,1,0.0427,0.114,0,0.292,0.866,106.172
id_21275,"relaxing, ambient, Isochronic, zen, greogrean_chant, binucalor, chillout",5,45,0.803,0.288,7,-15.418,0,0.0629,0.865,0.0593,0.0833,0.865,115.685
id_9900,"relaxing, zen, greogrean_chant, nature, chillout, meditation",7,31,0.648,0.758,4,-5.843,1,0.0643,0.0233,0.000522,0.474,0.8,103.629
